Version,CommitId,Fichier,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxNesting,RatioCommentToCode,SumCyclomatic,Unnamed: 34,is_bug
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableAnalyzer.java,10.0,1.0,8.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,,74.0,12.0,38.0,22.0,13.0,24.0,21.0,28.0,20.0,11.0,3.0,2.0,0.63,6.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableArchiveAnalyzer.java,18.0,3.0,15.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,0.0,3.0,1.0,,86.0,12.0,52.0,30.0,19.0,22.0,35.0,42.0,28.0,18.0,5.0,1.0,0.42,6.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,12.0,12.0,12.0,8.0,12.0,0.0,0.0,0.0,12.0,,110.0,18.0,72.0,42.0,19.0,20.0,38.0,50.0,32.0,18.0,1.0,0.0,0.28,12.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableOperation.java,18.0,1.0,15.0,2.0,3.0,1.0,1.0,0.0,10.0,11.0,8.0,1.0,9.0,0.0,4.0,3.0,2.0,,240.0,22.0,178.0,54.0,109.0,40.0,88.0,121.0,53.0,80.0,15.0,4.0,0.22,34.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTablePropertiesAnalyzer.java,22.0,2.0,18.0,3.0,4.0,1.0,0.0,0.0,4.0,6.0,6.0,0.0,6.0,0.0,2.0,3.0,1.0,,147.0,15.0,102.0,46.0,52.0,31.0,52.0,69.0,40.0,35.0,7.0,3.0,0.3,15.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableRenameAnalyzer.java,10.0,1.0,9.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,,66.0,7.0,39.0,28.0,11.0,21.0,28.0,32.0,26.0,10.0,3.0,1.0,0.54,4.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableSetPropertiesAnalyzer.java,6.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,,50.0,6.0,24.0,17.0,6.0,20.0,14.0,17.0,14.0,4.0,1.0,0.0,0.83,2.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableUnsetPropertiesAnalyzer.java,11.0,1.0,10.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,,61.0,7.0,33.0,20.0,11.0,21.0,18.0,25.0,19.0,10.0,4.0,3.0,0.64,5.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractAlterTableWithConstraintsDesc.java,5.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,,47.0,7.0,19.0,13.0,4.0,21.0,11.0,14.0,11.0,3.0,1.0,0.0,1.11,2.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractBaseAlterTableAnalyzer.java,19.0,1.0,16.0,2.0,5.0,1.0,0.0,0.0,6.0,6.0,6.0,1.0,6.0,0.0,1.0,3.0,2.0,,168.0,17.0,117.0,37.0,65.0,34.0,50.0,77.0,35.0,49.0,12.0,3.0,0.29,30.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractBucketJoinProc.java,38.0,3.0,32.0,3.0,7.0,1.0,2.0,0.0,11.0,12.0,10.0,1.0,12.0,0.0,4.0,3.0,5.0,,519.0,52.0,399.0,155.0,239.0,69.0,197.0,287.0,139.0,208.0,27.0,6.0,0.17,76.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractCliConfig.java,7.0,0.0,7.0,0.0,2.0,5.0,0.0,3.0,42.0,42.0,42.0,19.0,42.0,0.0,4.0,13.0,25.0,,429.0,61.0,337.0,119.0,159.0,31.0,151.0,239.0,118.0,140.0,10.0,4.0,0.09,79.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractCommandHandler.java,7.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,8.0,8.0,8.0,6.0,8.0,0.0,0.0,0.0,8.0,,110.0,18.0,67.0,30.0,26.0,25.0,31.0,46.0,24.0,24.0,5.0,2.0,0.37,13.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractConstraintEventHandler.java,7.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,,40.0,3.0,20.0,7.0,10.0,17.0,6.0,9.0,7.0,2.0,1.0,0.0,0.85,2.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractCoreBlobstoreCliDriver.java,13.0,1.0,11.0,1.0,2.0,2.0,0.0,5.0,9.0,9.0,9.0,0.0,9.0,0.0,1.0,2.0,6.0,,172.0,24.0,122.0,57.0,64.0,27.0,61.0,78.0,45.0,43.0,7.0,3.0,0.22,17.0,1
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractCorrelationProcCtx.java,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,8.0,,80.0,14.0,44.0,23.0,12.0,22.0,26.0,35.0,23.0,12.0,1.0,0.0,0.5,8.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractCreateViewAnalyzer.java,12.0,2.0,10.0,0.0,2.0,1.0,1.0,0.0,6.0,6.0,5.0,1.0,6.0,1.0,1.0,2.0,2.0,,123.0,19.0,82.0,38.0,38.0,22.0,49.0,66.0,38.0,35.0,5.0,2.0,0.27,14.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractCreateViewDesc.java,5.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,6.0,6.0,6.0,4.0,6.0,1.0,0.0,0.0,5.0,,74.0,11.0,40.0,24.0,10.0,23.0,22.0,29.0,20.0,9.0,1.0,0.0,0.57,6.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractDataConnectorProvider.java,8.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,11.0,15.0,15.0,4.0,15.0,0.0,0.0,5.0,10.0,,154.0,25.0,82.0,41.0,37.0,47.0,53.0,66.0,38.0,32.0,2.0,1.0,0.57,12.0,1
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractDropPartitionAnalyzer.java,35.0,4.0,24.0,7.0,5.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,4.0,1.0,1.0,2.0,0.0,,164.0,20.0,103.0,52.0,51.0,42.0,56.0,74.0,47.0,35.0,9.0,4.0,0.41,15.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractEncodingAwareSerDe.java,8.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,3.0,7.0,7.0,1.0,7.0,0.0,0.0,4.0,3.0,,85.0,13.0,40.0,23.0,11.0,32.0,21.0,28.0,18.0,11.0,2.0,1.0,0.8,6.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractEventHandler.java,9.0,0.0,9.0,0.0,2.0,1.0,0.0,2.0,7.0,8.0,8.0,4.0,8.0,2.0,2.0,2.0,2.0,,132.0,12.0,98.0,62.0,40.0,22.0,63.0,78.0,56.0,36.0,4.0,2.0,0.22,13.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractExpression.java,9.0,0.0,9.0,0.0,2.0,1.0,0.0,1.0,12.0,13.0,13.0,2.0,13.0,0.0,0.0,11.0,2.0,,169.0,17.0,139.0,65.0,68.0,13.0,98.0,124.0,66.0,76.0,3.0,2.0,0.09,25.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractExternalDB.java,8.0,0.0,7.0,1.0,2.0,2.0,0.0,3.0,17.0,22.0,20.0,3.0,20.0,0.0,7.0,9.0,4.0,,220.0,30.0,156.0,58.0,86.0,34.0,91.0,117.0,56.0,73.0,5.0,2.0,0.22,26.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractFileMergeOperator.java,20.0,1.0,14.0,5.0,3.0,1.0,1.0,3.0,15.0,15.0,14.0,17.0,15.0,0.0,2.0,7.0,6.0,,384.0,31.0,257.0,85.0,152.0,103.0,132.0,181.0,76.0,126.0,12.0,5.0,0.4,50.0,1
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractFilterStringColLikeStringScalar.java,13.0,1.0,11.0,1.0,3.0,10.0,0.0,1.0,25.0,28.0,28.0,20.0,28.0,9.0,1.0,1.0,17.0,,501.0,66.0,330.0,112.0,179.0,107.0,174.0,250.0,116.0,143.0,23.0,5.0,0.32,65.0,1
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractFunctionAnalyzer.java,28.0,2.0,21.0,6.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,,100.0,8.0,61.0,26.0,29.0,32.0,34.0,45.0,26.0,21.0,8.0,3.0,0.52,9.0,1
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractGenericUDAFResolver.java,9.0,1.0,8.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,,57.0,6.0,24.0,13.0,6.0,27.0,6.0,10.0,6.0,4.0,2.0,1.0,1.13,3.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractGenericUDFArrayBase.java,10.0,1.0,9.0,0.0,2.0,1.0,0.0,1.0,7.0,7.0,7.0,7.0,7.0,4.0,0.0,1.0,2.0,,126.0,23.0,80.0,36.0,37.0,23.0,38.0,49.0,29.0,23.0,4.0,1.0,0.29,12.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractGenericUDFReflect.java,15.0,0.0,14.0,1.0,3.0,1.0,0.0,0.0,4.0,5.0,5.0,4.0,5.0,3.0,0.0,1.0,1.0,,108.0,11.0,71.0,25.0,37.0,26.0,40.0,54.0,27.0,29.0,6.0,3.0,0.37,13.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractHBaseKeyFactory.java,5.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,,53.0,8.0,28.0,19.0,5.0,17.0,17.0,21.0,16.0,5.0,1.0,0.0,0.61,3.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractHBaseKeyPredicateDecomposer.java,16.0,2.0,12.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,,80.0,10.0,38.0,19.0,18.0,32.0,25.0,30.0,18.0,16.0,3.0,2.0,0.84,4.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractHCatLoaderTest.java,22.0,1.0,19.0,2.0,2.0,2.0,9.0,15.0,31.0,32.0,23.0,2.0,32.0,6.0,9.0,0.0,17.0,,834.0,82.0,676.0,223.0,501.0,91.0,466.0,532.0,205.0,401.0,6.0,4.0,0.13,61.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractHCatStorerTest.java,27.0,2.0,23.0,2.0,2.0,2.0,1.0,3.0,36.0,37.0,36.0,1.0,37.0,6.0,0.0,0.0,31.0,,1075.0,106.0,873.0,239.0,684.0,104.0,568.0,645.0,216.0,498.0,12.0,2.0,0.12,78.0,0
4.0.0,183f8cb41d3dbed961ffd27999876468ff06690c,AbstractHMSHandlerProxy.java,9.0,0.0,8.0,1.0,2.0,2.0,0.0,1.0,5.0,6.0,6.0,8.0,6.0,0.0,0.0,2.0,4.0,,96.0,12.0,63.0,33.0,26.0,24.0,40.0,49.0,30.0,22.0,3.0,1.0,0.38,8.0,0
